video_id,channel_name,video_length,views_final,impressions_final,like_final,comment_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k,reaches_5k
40ccbb9b-7e3b-4b54-ac46-247c8ad48eeb,channel_861,1710,479,4062,31,2,154,1000,1,0,234,5000,7,1,False
d998825f-aa86-4455-a91b-f758a3999f39,channel_724,1515,642,4885,21,2,204,1000,8,1,357,5000,12,0,False
91cb2add-9f2a-41cd-a832-a5b24903aca0,channel_125,1509,371,7563,14,1,77,1000,5,0,113,5000,3,0,True
b8a356c3-6fa5-4c79-bbc8-c6e5669089aa,channel_261,352,2505,12825,52,23,274,1000,3,1,496,5000,13,3,True
7a789905-17b1-4d46-8818-2ff726c81aa9,channel_71,1510,1504,9794,101,4,172,1000,11,1,260,5000,7,0,True
5ab88a43-370b-46e8-95d3-c530027a1731,channel_445,1588,913,11140,51,6,109,1000,6,0,240,5000,14,0,True
8bf99f15-6771-49b1-813f-594385580779,channel_970,78,445,4511,27,1,131,1000,2,1,159,5000,2,0,False
791d6719-f85b-4887-9890-93338de367bc,channel_472,203,880,4210,38,3,243,1000,12,0,436,5000,6,0,False
7559b52f-9aad-4dbe-aa5b-cf052a7f7bcb,channel_151,1526,360,3705,15,3,139,1000,9,0,330,5000,18,2,True
0992bddb-9c3b-447e-982e-87b5353a590a,channel_848,685,717,3731,23,1,261,1000,5,1,344,5000,5,1,False
8d61e548-d119-41e7-966b-96c8b791e15a,channel_686,17,314,4298,8,1,82,1000,3,0,99,5000,2,0,False
aa2497be-3d02-4a29-b6ad-d7ff2b5b6a31,channel_769,864,2157,12334,126,10,277,1000,5,0,633,5000,32,3,True
dc90259b-eeab-45cb-aa0c-87fe013a576f,channel_4,448,1567,7929,85,9,270,1000,18,1,405,5000,23,1,True
f7e74125-21d9-4e07-8000-5ba1a2e12b91,channel_676,1297,815,4764,33,6,253,1000,15,0,387,5000,9,1,False
816087b5-e10c-49b7-a04e-2fe5ae19b6ff,channel_140,557,494,4925,28,4,119,1000,1,1,170,5000,6,0,True
51f8ed90-4cbe-44cd-88ad-6294cd49c5d8,channel_9,199,1251,8035,61,11,186,1000,3,1,301,5000,20,2,True
fafe3ec4-3f03-4c1a-a704-94a09124ea71,channel_576,755,212,4003,12,1,84,1000,4,0,196,5000,10,0,True
72c4fe8c-0edb-4603-afed-4cddbe418e68,channel_275,1251,1223,8741,38,8,184,1000,11,0,267,5000,18,1,True
7d2a7389-c604-4427-9a3d-565e1ed54122,channel_382,718,646,4243,16,4,222,1000,2,1,281,5000,9,1,False
fb406356-d207-427e-bb8a-410011a8284b,channel_472,871,718,3390,38,2,262,1000,10,1,461,5000,5,1,False
5f7a2722-b419-4c0b-bd3a-963191764293,channel_911,1511,1631,10415,60,8,231,1000,12,2,563,5000,27,2,True
fda90e35-7c44-4785-ba1a-b8412b0e6181,channel_540,1732,666,5241,15,4,163,1000,7,1,344,5000,22,0,True
61421e74-8a50-4804-ac07-9a79121b21bd,channel_769,1285,933,4296,45,2,254,1000,3,1,421,5000,5,0,False
7f4d54b9-2c06-4315-b97f-1d1e7513c7c7,channel_547,1644,227,3155,6,1,89,1000,5,0,130,5000,5,0,True
ebfb68c3-8252-4460-ad3a-3d2f07f0641f,channel_464,938,727,9139,37,7,109,1000,2,0,266,5000,7,0,True
8c434769-bd2a-4d3a-8b31-a31dcae30d6d,channel_582,1788,1173,11860,65,4,139,1000,4,0,275,5000,9,1,True
aa126ca0-bf47-4df9-8819-7812f085f9c1,channel_938,1212,213,4282,8,2,58,1000,2,0,80,5000,1,0,False
f298417e-858a-4079-bbf5-ffb8e01b01e3,channel_994,1222,659,11035,25,4,68,1000,3,0,143,5000,4,0,True
24a763f5-ce3c-4327-8470-f377e83a939e,channel_227,1744,231,3829,14,1,70,1000,5,0,88,5000,1,0,False
eaf49a65-ddab-406f-8f65-f601082c19e1,channel_727,57,540,5749,24,3,105,1000,5,0,210,5000,11,0,True
98441618-4bc4-44dc-bcee-d83ebc3f5dc0,channel_964,1465,409,6526,15,1,71,1000,2,0,118,5000,4,0,True
dfcdec21-8bee-4c08-bb64-e23561aa90f4,channel_438,284,249,4405,8,1,82,1000,6,0,137,5000,3,0,True
7e298da1-524c-4911-a30f-cbe713f31f26,channel_989,492,224,5905,5,2,59,1000,1,0,79,5000,1,0,False
7bb487b7-ffbe-4207-bca1-ddc70457a123,channel_91,1263,733,4943,34,1,216,1000,9,0,355,5000,16,1,True
10ccc493-2aed-4442-9405-8f2e8f937e6d,channel_758,1275,1296,6030,72,10,265,1000,17,2,396,5000,21,2,True
24768f22-2bd5-4ec1-bbcf-98f7676a855b,channel_823,1242,671,5097,21,6,169,1000,7,0,296,5000,9,0,False
70e7e2e9-3654-479a-b31d-66a846448a58,channel_669,1419,216,3984,13,1,82,1000,3,0,106,5000,1,0,False
ef735233-49bd-44ec-9172-8b3a76b1aa24,channel_955,493,484,7271,29,2,83,1000,2,0,152,5000,7,0,True
80d4ed7f-6e25-4446-b21e-8f4b58fa552c,channel_338,788,373,3576,25,1,116,1000,1,0,158,5000,2,0,False
e0ab5565-b06f-4b91-bd3a-4e54fd3457ac,channel_396,1043,925,3627,57,3,295,1000,16,1,446,5000,10,1,True
c102286e-e1d7-4b08-8576-e87c9b0f5508,channel_511,1499,250,3871,9,2,93,1000,3,0,141,5000,2,0,False
26d982ce-9e81-4558-8088-433075722d5e,channel_601,1504,1365,9050,32,10,169,1000,4,0,342,5000,14,0,True
c4f73048-f5ac-474e-84ba-e9420a22182a,channel_617,1139,368,5478,16,1,103,1000,5,0,230,5000,9,1,True
e8aecd71-df90-47a0-bd45-452b3b892a5e,channel_523,24,175,4299,4,0,50,1000,2,0,103,5000,3,0,True
88616838-e6ef-48a6-9481-1aa32d3b5ac1,channel_507,673,1781,9770,88,8,244,1000,19,2,554,5000,16,1,True
d457a0de-b6c1-4bdc-a9e9-0628a5dd48fa,channel_370,667,1007,4499,54,3,281,1000,20,0,397,5000,10,0,False
ce3e8ad1-4818-4696-acbf-30e2fd089778,channel_897,428,548,5263,25,1,136,1000,10,1,236,5000,5,1,True
de397bd3-3982-4baf-8f1a-a172900588ea,channel_895,911,470,6630,23,3,96,1000,6,0,139,5000,3,0,True
30addc0c-53b4-49f2-9583-f66595650613,channel_925,826,209,3050,9,0,77,1000,2,0,119,5000,2,0,False
2b856ea0-b1ad-4a57-9a11-47d839a3e121,channel_332,407,1151,6088,41,8,243,1000,15,1,358,5000,14,1,True
f59b623e-c49b-4d8d-96b2-1a3c6f084a85,channel_624,995,1236,12132,58,11,141,1000,10,0,284,5000,11,0,True
f1d2f806-621f-45a9-ac8e-f2dc7ff16af6,channel_943,692,970,8678,62,7,172,1000,10,1,369,5000,24,2,True
dee26a84-df04-458f-823c-2b2041c5e6ac,channel_404,492,923,8078,41,6,136,1000,3,0,316,5000,20,0,True
9de0033b-bca7-41bb-a8e6-2a9ca29d1e90,channel_963,277,2717,15656,67,14,273,1000,19,1,383,5000,12,2,True
8797e6bb-dd0e-4a7c-88a5-e1f382950ef2,channel_607,244,744,4334,38,2,259,1000,15,2,392,5000,18,2,True
f37b51e6-a70c-4ef8-bb0e-513cc8235819,channel_475,437,467,5577,25,1,117,1000,7,0,149,5000,3,0,False
3dd94085-ebff-415e-8da4-c638d1796a9f,channel_459,1760,219,4834,11,1,62,1000,0,0,101,5000,3,0,False
87b225ef-6298-4465-b68a-d46aa102be98,channel_444,1642,616,3831,32,2,239,1000,17,0,393,5000,10,0,False
cadafdf1-2147-45b3-9287-dadad0986c48,channel_970,899,1533,9156,39,13,213,1000,2,1,320,5000,7,1,True
2e0ca2aa-85b5-4895-a624-852979faf461,channel_171,1476,1184,12125,61,4,120,1000,6,0,204,5000,7,0,True
a9393eca-5300-4ad2-b488-2a59b1c0415e,channel_94,843,615,3843,25,4,177,1000,8,0,244,5000,8,0,False
e26765b2-7712-4e1c-b250-f4acfb12be23,channel_812,1631,486,4537,32,1,130,1000,4,0,189,5000,11,1,True
8598bb8d-e74c-46a4-ade3-76dbf4a02ed3,channel_666,1516,1541,8930,55,8,248,1000,14,1,449,5000,10,0,True
5c8a8111-7edf-4aa5-8c3e-7b4cb08aaf5d,channel_714,277,752,4204,24,6,278,1000,16,1,378,5000,14,0,False
e0a88314-0820-4dd7-9352-98f6ba00a763,channel_140,714,434,5067,30,3,123,1000,9,1,157,5000,4,0,False
ca4d588f-adfb-4677-a365-6ffcf847acd4,channel_634,977,437,3377,16,2,160,1000,4,0,242,5000,13,0,True
8db64e91-894f-4dc2-8a9f-dfa60d48743b,channel_344,576,1363,7032,38,3,246,1000,19,2,372,5000,19,1,True
6917e515-9a7a-47b3-acb2-ccf6685639e1,channel_872,243,361,5499,12,1,96,1000,5,0,193,5000,10,0,True
974f76e6-e6fd-449e-92d7-e5906fefa9e1,channel_45,1409,2136,11617,102,6,251,1000,7,0,483,5000,22,0,True
ac94a891-37f3-409f-aaa8-d7cbddf76ba5,channel_488,502,960,6557,58,2,219,1000,8,1,460,5000,20,2,True
cf9d5029-034f-463b-80ea-9993476edc89,channel_752,1654,1708,13362,103,16,179,1000,7,0,365,5000,14,1,True
bc9ed150-c841-4bdd-911e-04f38437c37f,channel_774,861,2446,10991,137,22,285,1000,17,0,459,5000,15,1,True
df1602a1-563b-4f0b-9d63-abb8fa40864b,channel_878,131,362,8591,17,1,50,1000,3,0,86,5000,2,0,True
22658df8-747b-44d6-bc8e-8f2b03014060,channel_826,1792,2577,10249,152,25,298,1000,22,2,618,5000,16,4,True
52a40e70-fb1a-4749-b32a-417c8a5c8dc5,channel_17,1633,472,5243,31,1,141,1000,1,1,173,5000,6,0,False
53f7d886-8167-4512-adf8-2ce3bd28337e,channel_682,840,346,4444,11,2,117,1000,3,0,232,5000,13,1,True
09071534-77ac-4cdc-9fe0-fe8e93c1cbb8,channel_822,1602,851,4240,45,4,238,1000,2,1,385,5000,21,1,True
bb786d22-06e0-4bf3-bea6-1413fdf8a427,channel_114,877,474,9359,19,2,69,1000,5,0,115,5000,1,0,True
f139554e-b701-4991-aab4-ac24495a5710,channel_188,1111,1389,9328,96,8,175,1000,1,1,275,5000,14,0,True
847132b3-8f12-4d6c-a139-1cd0a287c45f,channel_572,1196,1605,7025,110,11,259,1000,17,2,424,5000,21,2,True
2132a6ca-afc6-4b9e-be52-f126e2c5f8ba,channel_390,1500,830,9929,23,3,96,1000,2,0,145,5000,4,0,True
d8f07fdb-ab98-44e6-af17-e379515ebe41,channel_885,1565,1052,5106,62,5,272,1000,7,0,470,5000,15,1,False
e1b8a6b8-6c00-463f-a72a-cf91ce5cac6a,channel_204,72,1689,10196,92,5,265,1000,2,0,639,5000,10,2,True
15f68b8b-35e9-40d3-9b21-2749f6270be4,channel_836,1101,257,4076,7,0,88,1000,5,0,152,5000,5,0,False
f91b19de-5c88-4745-9e93-465fa406522d,channel_484,593,404,3698,15,2,151,1000,10,0,280,5000,6,2,True
46570430-3df6-4d1c-9e06-14cdfd9d35f0,channel_902,1175,840,4196,44,8,279,1000,6,0,490,5000,10,2,False
255417a6-4d51-4c07-bbee-eab3b892041c,channel_428,1098,466,5474,25,2,123,1000,5,0,277,5000,17,0,True
d3f8ecdb-e1b0-447e-8c34-aa306cb83ae3,channel_775,18,408,3825,22,1,144,1000,10,1,342,5000,17,0,True
5f9630ce-e19d-463c-8a99-73fb76fc9ffe,channel_154,692,502,9888,20,1,68,1000,4,0,152,5000,8,0,True
9528d69f-cdbd-49c0-9d10-1df36f9e8202,channel_460,1205,231,4741,8,0,67,1000,2,0,131,5000,8,0,True
df5cee25-b66a-4d31-99f1-7fbc697e37d1,channel_665,1449,1241,10960,62,11,146,1000,9,0,260,5000,7,0,True
954ba9bb-c17e-4043-8ee4-98f75f34609e,channel_805,369,906,9282,59,8,114,1000,7,0,272,5000,11,0,True
68d9c319-63a8-497e-9f13-26d3b9c33c0e,channel_575,1468,672,12150,20,2,88,1000,3,0,140,5000,4,0,True
bc51e188-7bed-453b-b36e-415e10de2289,channel_440,198,828,3827,37,6,284,1000,10,2,348,5000,6,0,False
66458a11-a4ec-46bf-8c79-ddc7d76fddd7,channel_341,146,967,9558,39,3,124,1000,6,0,207,5000,5,1,True
8723b9d8-02f5-4cfd-bf5e-ad87eb1383c7,channel_623,1243,773,4821,48,5,196,1000,6,0,421,5000,12,3,True
1339f3d4-a4a2-445a-9b8e-594ad9cb16f9,channel_96,766,1455,9257,93,5,187,1000,5,1,450,5000,18,2,True
01e24e45-e765-47e0-a0a9-648fb26a06ab,channel_260,373,505,4324,11,3,180,1000,14,0,262,5000,9,0,False
ba14cbd4-002c-456b-874b-80b20c9e278d,channel_573,256,1544,7582,63,5,258,1000,14,0,539,5000,34,1,True
6e05cae6-80f1-4d3e-9d04-90104e94bda3,channel_248,1109,844,4818,36,6,242,1000,10,1,325,5000,6,0,False
1b3d1007-d340-4d58-9c0a-f18afac49b92,channel_917,1052,1497,8569,45,3,253,1000,9,2,380,5000,19,1,True
1b7f09b5-043f-4219-b9cb-a1f92ffe05bc,channel_792,1273,1017,4754,22,3,273,1000,11,1,521,5000,21,1,True
810b010c-9271-4410-861e-1109cac6c7a6,channel_893,371,581,3419,31,2,212,1000,6,1,361,5000,10,0,False
ee04e09a-50ec-4337-a0db-9b464c08f1bd,channel_10,131,1115,6814,23,2,256,1000,18,2,614,5000,32,3,True
fad547ad-a41b-4228-8cb2-ddd8528b1e80,channel_909,1582,1333,6624,66,11,223,1000,11,2,397,5000,20,0,True
97b62b7d-f52f-446d-b2de-a6919656d495,channel_614,636,416,4547,24,3,126,1000,2,0,290,5000,19,2,True
03af1963-16b3-41a3-acdf-5681a2bb4aba,channel_386,585,648,3768,21,5,253,1000,16,0,525,5000,8,2,True
afdc5cd2-3c48-4277-8cdf-0f3c89f1e0b3,channel_998,618,1188,6554,51,8,279,1000,16,2,429,5000,28,1,True
87effca5-756f-47b1-8074-a334f41f27db,channel_53,497,1009,4478,32,7,292,1000,12,1,636,5000,28,4,True
a6a708e2-08c7-43bd-98b4-b9b9d7241a9e,channel_7,1756,904,4706,59,5,228,1000,8,0,494,5000,23,2,True
ce8ad4be-1094-4d2d-8e05-1e709fd87bb7,channel_901,1389,1058,10324,41,4,158,1000,9,1,230,5000,6,1,True
0cbc6a56-df6e-400f-851f-70ba52e2a8ce,channel_289,754,522,6242,15,2,95,1000,3,0,236,5000,4,0,True
d8780a11-2520-44a2-a534-d233f3cfa1ff,channel_138,1095,544,3959,15,2,192,1000,3,1,323,5000,11,1,False
4dfaeadf-5fe5-4796-9c26-14359d78ac96,channel_392,693,939,9139,51,8,157,1000,6,1,330,5000,18,0,True
f0921247-644b-4d43-a604-3041e38f26ff,channel_552,191,697,3401,22,6,241,1000,6,2,427,5000,23,2,True
d11dc955-b871-42e2-b674-12cd5bc0c518,channel_233,766,814,4208,27,6,228,1000,17,1,396,5000,7,0,False
5efb3090-a7a5-4f5b-a5ab-744e30e974e8,channel_201,1290,487,3510,16,3,168,1000,2,0,377,5000,26,2,True
ea295d83-f624-4c26-bed5-10ddaba82f76,channel_495,437,739,3528,40,2,262,1000,13,2,421,5000,6,1,False
420472b7-1ec0-4bf6-905f-f73c8c70203b,channel_719,1557,647,4151,25,5,182,1000,1,1,239,5000,5,1,False
891f77da-5fbd-4353-a47f-325724cb8a2a,channel_224,626,474,6413,29,4,88,1000,1,0,128,5000,8,0,True
f3c36dd3-e778-4a7e-9325-cf1387473b30,channel_837,116,740,8335,34,4,120,1000,7,0,290,5000,14,0,True
9b7def63-3d73-436c-b9bf-960f76cb1a6a,channel_731,1742,587,4488,34,1,148,1000,2,1,252,5000,2,0,False
06efb7b7-758a-4da1-8b1c-d3bf196ae125,channel_350,1600,604,3575,41,3,218,1000,13,2,301,5000,6,0,False
60edefc1-4485-4164-a196-83d300058244,channel_708,1699,244,4429,8,1,67,1000,0,0,89,5000,2,0,False
4d95b86f-496e-438c-8df4-c9856189d258,channel_694,63,2338,9640,150,13,284,1000,9,0,673,5000,43,1,True
b2260093-fadb-4213-abe0-66c5ed1703f3,channel_614,1539,224,3910,9,1,68,1000,1,0,87,5000,3,0,False
e9f6e94e-8413-4c41-9e87-205375b5d798,channel_583,394,2557,12032,174,15,264,1000,18,0,496,5000,32,3,True
849f7e3f-72ae-46be-9d9f-a4d4f0052842,channel_560,765,344,4570,18,2,107,1000,4,0,157,5000,9,0,True
3f53fdeb-8bb7-4355-9b35-d98023a801f9,channel_670,444,972,5393,34,6,244,1000,12,1,365,5000,19,2,True
f204e345-39ca-4a15-854b-d78b8e9a15fd,channel_581,161,968,14646,60,3,97,1000,5,0,178,5000,3,0,True
3f67cad8-be10-46be-aeb7-b7f594432897,channel_896,530,467,10363,10,4,50,1000,3,0,96,5000,4,0,True
64801cb8-c8e2-4ba3-aaa1-e4f07ff4aa71,channel_42,147,1269,9650,29,2,195,1000,3,1,280,5000,8,1,True
ec05a60b-cbe6-43ff-b98d-01cbbd84005d,channel_271,637,2452,9484,74,11,288,1000,6,0,625,5000,35,4,True
5cd27282-eb65-45f7-a3f6-2217a08c840c,channel_15,428,639,4883,44,4,201,1000,16,0,325,5000,11,1,False
96a083d0-4528-4d3a-a5b1-90a072a203ac,channel_819,1489,547,5463,18,2,117,1000,7,0,231,5000,15,1,True
8b21f9e9-bcc1-4039-a1f0-3e95d8897248,channel_892,462,1432,12055,30,13,156,1000,12,0,233,5000,8,0,True
fecfdfb4-aac1-4648-af7d-d1868624796f,channel_145,1533,218,3978,12,1,65,1000,0,0,103,5000,1,0,False
19c8713b-17e4-4dc0-87c3-3e2f05fa1e90,channel_605,533,679,3885,18,5,208,1000,7,0,352,5000,6,1,False
5b2b2835-9d7d-42ae-941a-b149f1c4a634,channel_611,1638,878,4717,23,7,231,1000,3,2,384,5000,7,0,False
2570f2a6-9723-4e7b-907c-2bb867d7270a,channel_510,1749,906,3971,55,3,276,1000,14,1,333,5000,10,1,False
bf5f1ee8-ee03-48c8-b8d9-253e77411393,channel_346,1049,335,5441,21,0,89,1000,6,0,120,5000,2,0,False
3db4347a-959c-4bb7-ba19-007b17f88d03,channel_856,183,254,5671,14,2,69,1000,4,0,118,5000,3,0,False
e56193bb-fae5-45d2-b032-f33cc278ff4f,channel_969,1391,663,3994,13,4,217,1000,10,1,333,5000,10,1,False
52900700-863e-4728-a270-ba39112bc90f,channel_559,855,1861,12574,87,5,229,1000,14,1,455,5000,23,2,True
e03948f9-015e-4b96-8550-ce80ec285881,channel_744,270,1414,11801,52,6,143,1000,6,0,221,5000,6,1,True
f39ccde4-c874-468b-bd37-55ae3c3bf831,channel_492,308,780,9479,29,3,101,1000,1,0,173,5000,5,0,True
85c84bcf-3b7f-41a3-b0f2-c07a0925b777,channel_397,427,682,4609,28,1,183,1000,10,0,288,5000,10,1,False
67a6049c-1aec-400e-9afd-359367ee5de9,channel_736,505,356,3815,12,3,123,1000,2,1,221,5000,5,0,False
f4acb46b-f30d-4ed0-9649-36007f0e1b83,channel_318,273,192,4499,10,1,54,1000,1,0,90,5000,1,0,False
f2384517-ce9c-4e64-8d7e-ca5195fd22a9,channel_665,1702,748,3358,41,6,255,1000,19,1,414,5000,13,1,False
fabfc053-3762-42f1-a33c-0522db2c5b18,channel_526,818,154,3917,9,0,59,1000,0,0,92,5000,2,0,False
e366ed24-3fcf-4d05-9e22-e9d7990ae1ec,channel_729,1399,464,5734,23,1,128,1000,8,0,287,5000,8,0,True
46656467-b14d-43a1-8aeb-996e6ff807b9,channel_483,846,1885,11055,104,16,205,1000,7,1,359,5000,6,2,True
70472c01-86c5-40b4-baf9-c1e15ae17db2,channel_821,1605,791,4039,19,4,254,1000,11,2,390,5000,9,0,False
7d00d487-9be1-4dad-b85d-cd18dc160d15,channel_886,1075,1894,7555,103,16,292,1000,8,1,682,5000,19,1,True
d71ef914-07fe-46b2-92ba-692d224503b7,channel_266,280,378,4541,21,1,98,1000,4,0,221,5000,8,0,True
257d3b00-f235-4961-8826-8c2171475f51,channel_364,1287,871,5971,47,8,186,1000,5,1,337,5000,8,0,True
00ce9313-0559-4d88-a75a-38a456570919,channel_412,1253,893,5780,23,5,226,1000,6,2,364,5000,7,0,False
8a556db5-8d85-4506-ac9a-3bed962c4bf5,channel_89,869,426,3745,23,2,160,1000,6,0,269,5000,10,0,False
732ed536-18f2-4ee7-8b20-239ebcdc1040,channel_712,117,2396,11871,156,20,260,1000,11,1,421,5000,10,1,True
f1b8a918-8ff3-4116-847e-5f6ba36cbcba,channel_554,1134,999,4680,49,3,274,1000,6,0,477,5000,10,0,False
abb1a0a1-b541-4e6c-a88a-42b882bba802,channel_855,806,1432,10035,95,4,182,1000,2,0,287,5000,18,0,True
318be0ab-8814-49d4-a14b-52ea3a993c5d,channel_391,56,745,3677,15,5,289,1000,22,0,452,5000,16,2,True
7e9bf82a-2ddb-4398-8104-433593a231e3,channel_217,1745,377,5484,22,1,108,1000,2,0,167,5000,4,0,True
d0364282-be37-41d7-9c1e-eaba0b8082a5,channel_636,917,942,4253,18,4,268,1000,10,2,336,5000,11,0,False
d2005044-2338-4e89-a926-61375940b2ff,channel_31,893,805,7472,44,1,158,1000,2,1,354,5000,23,0,True
4f14b10e-eceb-43dd-b45d-6e08312ac1f7,channel_362,350,674,9437,45,4,80,1000,3,0,142,5000,7,0,True
850c79aa-6506-4c97-9bb4-73ca06cc55e8,channel_310,276,1896,14082,123,18,203,1000,8,1,307,5000,6,2,True
28a3adff-9542-43c9-9c07-e5e4d045c8a6,channel_879,1212,678,9491,26,3,88,1000,4,0,193,5000,3,0,True
514c113b-045b-4f63-84e9-5ef1584b63f4,channel_973,498,325,4976,10,2,88,1000,5,0,153,5000,5,0,False
73a734c3-d4ef-4182-8ea0-3359dcf334f0,channel_479,285,415,8345,17,2,77,1000,4,0,182,5000,4,1,True
41743ebe-a577-4a79-8e0c-442ef1035db6,channel_138,470,2031,11462,104,9,259,1000,2,1,613,5000,21,2,True
f07d63bb-58b4-4605-af7b-dd3c00b3aeb7,channel_255,52,483,10941,13,3,63,1000,4,0,147,5000,4,1,True
0206c966-44e1-4f9e-ac40-e3c9f235e01f,channel_144,455,1060,5276,41,2,245,1000,4,1,559,5000,27,3,True
8ac56c6f-9aed-4538-957d-035cedb8943e,channel_680,1047,220,3803,4,2,80,1000,5,0,126,5000,1,0,False
fd0d15cd-85ac-40c9-b2f3-3070664e2311,channel_59,562,1549,8270,49,8,237,1000,14,1,502,5000,24,2,True
e8142d28-d536-44f6-ba58-11578777e517,channel_352,1181,878,4912,42,4,221,1000,6,1,357,5000,9,0,False
9475ae36-177c-4f56-b7cb-35a54eeb81a0,channel_319,875,1587,7909,62,11,245,1000,4,1,491,5000,30,3,True
fa4f5457-2ffc-40a6-b477-62bc20b0752a,channel_318,686,337,5839,23,1,88,1000,2,0,127,5000,2,0,True
a4a1ca79-ab8a-4f98-90b8-39bcd2151c62,channel_758,77,418,4997,9,3,121,1000,2,0,193,5000,2,0,False
cc6258ab-8084-408c-af1a-48671e40b2a1,channel_229,435,778,3853,39,5,267,1000,5,0,336,5000,7,1,False
6d46fb21-c0a0-4fda-85c1-4cd02ba3faac,channel_105,473,500,10252,13,1,65,1000,4,0,143,5000,6,0,True
ae32a413-24e7-4784-a8d9-950602ba43e2,channel_74,1161,2497,12407,74,19,286,1000,6,1,585,5000,15,2,True
672b0eea-f12a-40d2-9eb0-0f56e2e74799,channel_761,840,1140,6577,73,8,208,1000,8,1,395,5000,7,1,True
73a6cce7-9c83-43f1-b1d5-178854ca9f3b,channel_589,127,552,3718,20,4,184,1000,14,0,296,5000,7,1,False
969c86b8-9b8c-4503-bc25-32b51e78f839,channel_947,682,559,9369,23,1,75,1000,4,0,121,5000,7,0,True
7f00eab1-843d-4a0b-bc2c-239764fd17bf,channel_356,123,1891,9923,60,4,216,1000,3,0,491,5000,32,0,True
ea6be2ef-9d67-4a22-b91b-91f7819f28a2,channel_659,694,303,6452,20,2,58,1000,1,0,111,5000,4,0,True
4c885401-1db4-49ea-b611-80c6f0447624,channel_169,633,365,3700,11,1,121,1000,1,0,179,5000,6,0,False
07249ac8-5f1d-4e84-b4ad-0ffeef4ed7dc,channel_312,152,699,6400,27,5,165,1000,2,0,231,5000,5,1,True
10abc491-60bf-4c77-bcea-1292c8f29ac3,channel_115,1419,704,4797,36,6,187,1000,12,0,302,5000,10,1,False
97301cab-fe80-4363-82f8-40b15c3cbcc0,channel_564,604,603,4133,40,5,220,1000,4,1,381,5000,11,1,False
834ff6f1-7e6f-4a75-87a9-02b67a00ba12,channel_995,354,1018,5344,29,5,281,1000,4,0,452,5000,6,0,False
f0a0f230-00c4-4ebe-a681-4fa34bd52765,channel_181,1039,1834,7802,69,17,291,1000,15,1,579,5000,11,1,True
ab3f8248-c38d-4e60-9bab-b15820e02c97,channel_656,854,435,3923,25,1,125,1000,6,0,172,5000,5,0,False
b3b4a9b9-dc00-4ef8-8901-a71631d5bea7,channel_203,1706,852,6151,32,6,211,1000,13,1,415,5000,18,2,True
cfcbba2b-1779-4e3a-ab85-7475099f618e,channel_668,375,2014,10738,61,19,227,1000,14,1,494,5000,26,3,True
94f0e5c2-e1b4-4d75-9b52-83f534265073,channel_669,781,645,5006,44,2,197,1000,2,1,349,5000,3,0,False
bff08253-55b9-4192-956d-2df8733476ec,channel_361,1683,309,4243,20,1,98,1000,6,0,143,5000,1,0,False
0d04d322-f047-49c4-bd46-666626fcb494,channel_380,1628,221,4327,13,1,64,1000,2,0,110,5000,6,0,True
ec09e005-94a0-4939-b622-509a7c73d860,channel_961,119,597,5888,33,4,130,1000,2,0,282,5000,10,1,True
7fd6b5bf-5bc4-4bb6-ba57-4f5cca741227,channel_151,749,1161,5708,41,10,286,1000,8,2,557,5000,22,4,True
4fd33556-c52c-424c-8017-75a84a30e455,channel_750,1514,845,3319,54,3,287,1000,12,2,363,5000,6,1,False
0369c39e-133a-4368-93f9-19df76cb92cc,channel_545,1149,1059,10077,70,3,155,1000,10,0,248,5000,14,1,True
90cf6740-71f4-4880-9831-8bf59b3e07dd,channel_711,1400,1578,10610,78,3,168,1000,9,1,395,5000,19,1,True
e97a237b-907a-4fb1-ae51-95341392fbfd,channel_21,1093,205,4203,9,0,75,1000,5,0,137,5000,8,0,True
a1031759-6c0a-49d5-9953-536405696f83,channel_952,1441,898,6130,40,6,183,1000,4,1,448,5000,13,2,True
5c95077c-ae71-4237-a2e0-6d445d3931c6,channel_486,1752,744,11058,39,5,79,1000,5,0,123,5000,2,0,True
570a754c-5870-4b01-9241-37e479ade4ab,channel_302,1150,1224,7861,75,7,226,1000,9,1,539,5000,26,2,True
3c6c0262-6f60-47c8-be30-cbe9bd426aae,channel_569,467,348,5168,21,2,102,1000,3,0,179,5000,2,0,False
e7c5db03-6fe8-4e1a-9a64-9d44ea1282b3,channel_111,500,945,6128,65,7,244,1000,12,2,373,5000,14,0,False
72de7ac8-48fa-4a02-bedf-227be89e2c39,channel_903,1552,1324,5981,36,12,293,1000,11,1,520,5000,15,2,True
c5e3ade9-96bc-4bd2-976c-c2a5feb67268,channel_827,63,2872,12747,106,24,297,1000,3,2,668,5000,43,1,True
c494f51c-b8a0-4775-a6f1-ad6488c6e7d9,channel_514,712,2310,14255,126,7,259,1000,13,0,427,5000,9,1,True
f2fdbe32-5bc2-46af-9364-f5877e5bd85b,channel_217,1125,748,9765,40,5,118,1000,7,0,247,5000,13,0,True
733fbf34-b197-4e5f-a551-ad346d6fa785,channel_960,28,438,4768,20,2,137,1000,3,1,238,5000,8,0,False
34be9939-be0e-4a01-b2fa-8bfd1e8d3fce,channel_485,847,2637,11388,175,18,289,1000,18,2,593,5000,24,0,True
