video_id,video_published_timestamp,channel_id,channel_name,creator_type_id,video_length,views_final,impressions_final,like_final,comment_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
121379287736967,1/1/24 0:00,917881074926834,Coreano Vlogs,CP Medium,375,36527,106693,2113,40,790,2239,46,2,2187,5418,98,2
1213828726268510,3/27/24 21:03,103859881233680,Kara and Nate,CP Standard,34,57956,118633,987,33,2781,8648,58,3,2781,8648,58,3
1214622226177760,1/21/24 17:10,106447205166831,House of Bounce,JSO,223,21904,41411,215,15,633,1213,7,,2469,5010,31,
1215271723210140,2/2/24 0:00,168670776826137,HeyParis,CP Light,211,56665,128651,1540,60,49338,109673,1378,52,49338,109673,1378,52
1217501899658700,2/23/24 21:00,200591487539890,Flow Podcast,CP Medium,179,77527,129989,1012,27,4089,6605,41,2,4089,6605,41,2
1220193732282750,3/4/24 16:01,534479409957494,Vincenzo's Plate,CP Standard,83,72925,134726,658,42,37711,68645,369,27,37711,68645,369,27
1222291542488260,2/28/24 20:00,721423478201654,Beauty Pop Max,JSO,180,12040,29336,59,10,440,1150,3,2,1676,5100,9,2
1225550862165100,2/18/24 0:00,162219386763,KBDProductionsTV,CP Medium,234,57247,121480,2014,55,12388,32175,486,18,12388,32175,486,18
1228095821502620,3/20/24 21:28,2014287688794620,Dr. Octavio Arroyo - Mr Doctor,CP Standard,2050,772254,1172238,18931,1572,7617,7628,226,30,7617,7628,226,30
1231623004911210,3/13/24 16:10,736120326521245,Oh My Goal - Lo Mejor del Fútbol,JSO,270,154841,289347,2316,3,2234,4592,33,,2909,6330,51,
1233587020940930,3/22/24 21:00,101014241706379,Share Your Story,CP Light,850,3535,9042,185,2,400,1069,28,1,2108,5002,125,1
1236472314409310,1/16/24 19:00,107998874344639,Annie Elise x 10 to LIFE,CP Standard,1025,194336,257762,1679,81,498,1067,8,2,3229,5628,58,4
1237635973873450,3/26/24 22:59,107046704671630,MARKO,CP Standard,58,14831,37273,409,26,658,1879,30,3,2111,5729,71,8
1241974906774590,3/17/24 18:30,114227735048877,Karma Moments,JSO,282,924,1474,23,1,695,1006,19,1,,,,
1245060533335200,2/15/24 22:00,109971608789113,Karma Chronicles,JSO,252,25855,40899,438,7,21944,34455,403,6,21944,34455,403,6
1245869076801190,3/14/24 22:07,1688956348085980,Hoovie's Garage,CP Standard,280,127204,189055,1818,83,3306,5450,130,6,3306,5450,130,6
1247613249510740,1/4/24 11:10,106447205166831,House of Bounce,JSO,214,369679,669128,9975,1267,792,1928,41,4,3282,5586,127,12
1249189792518910,3/30/24 20:30,114227735048877,Karma Moments,JSO,383,5130,8625,91,,4465,7087,83,,4465,7087,83,
1250031095977550,3/29/24 19:02,444541455594502,Dani Delanos,CP Medium,29,55670,121832,1938,65,976,3279,89,6,2838,5520,131,7
1254149415739230,3/31/24 19:01,114695176954740,Chandler's Wild Life,CP Medium,45,38865,77483,793,20,14541,28161,297,8,14541,28161,297,8
1257674455153130,2/20/24 18:00,152184808707676,Her Studio,JSO,191,27798,55374,100,5,979,2083,7,,2402,5078,10,
1258051425154020,3/22/24 0:00,102074106113822,StrictlyBBall,CP Light,185,1081,1829,31,2,528,1002,10,2,,,,
1258963071736900,3/8/24 0:00,107500711581286,Beast Reacts Videos,CP Standard,236,16349,33937,508,100,562,1089,43,9,2714,5204,121,27
1263466197687320,1/6/24 11:00,104230737592065,Binge Society - The Greatest Movie Scenes,JSO,219,19119,53549,72,,414,1215,16,,2174,5469,26,
1266539234738960,1/3/24 19:00,100209835665455,mrballen,CP Standard,276,861875,2270166,16815,612,1144,8484,171,9,1144,8484,171,9
1270227651046610,1/31/24 20:26,1559640447657880,Dylan McCool on YouTube,CP Medium,37,14165,30565,637,5,4870,9775,198,2,4870,9775,198,2
1271700423506780,1/2/24 19:00,2091780561126910,Audit the Audit,CP Standard,316,14256,28508,95,38,474,2279,7,4,3043,5795,21,13
1273688014022330,1/13/24 21:00,102292581630459,O Insólito,CP Light,706,12378,24216,1163,35,679,1459,66,3,2616,5081,305,14
1277834546465100,3/31/24 21:00,249222734931099,Perkyy,CP Medium,421,2207,4171,250,13,492,1008,62,2,,,,
1284974152174640,1/22/24 15:00,104262996056582,Karma Central,JSO,426,13190,20462,184,11,12482,19204,176,11,12482,19204,176,11
1288232925179830,1/27/24 21:00,420705348014087,Castro Brothers,CP Light,591,52210,113684,1559,18,640,1615,31,2,2247,5653,83,4
1289894785661030,3/8/24 21:00,101037994730443,Fab Rats,CP Light,450,14114,37278,619,13,451,1380,45,2,2393,6495,121,5
1294285717912510,1/15/24 17:10,106447205166831,House of Bounce,JSO,243,9662,25072,162,18,576,1328,18,2,2278,5948,43,3
1296315077716270,1/6/24 23:00,370400866635052,Jason Thores,CP Light,573,211801,420208,10510,201,371,4210,110,7,2478,7027,196,12
1415457979342420,3/14/24 22:00,1787599758123390,Bailey Sarian,CP Standard,893,112423,267890,3095,98,587,2051,15,1,1390,5401,46,2
1416063142367690,3/23/24 21:00,198281660653971,Corbucci Eats,CP Light,258,40869,101309,2449,45,14438,34333,940,23,14438,34333,940,23
1416228712618940,3/7/24 19:00,222267131193844,Chevy Dude,CP Standard,47,7684,18566,75,6,529,1113,2,2,2185,5316,16,4
1416248479097350,3/10/24 0:00,105667425825596,LackLuster,CP Medium,520,187429,271598,3876,858,1766,3021,53,18,4719,7552,126,45
1416548669244810,2/17/24 0:00,162219386763,KBDProductionsTV,CP Medium,234,72561,158650,2496,90,15880,39080,632,29,15880,39080,632,29
1416615935732030,1/14/24 20:00,2020042421603230,Riddle Me This,JSO,302,342382,574125,7633,115,906,2534,12,1,4209,10472,63,2
1417090718891830,2/26/24 18:00,114695176954740,Chandler's Wild Life,CP Medium,317,5596,15584,121,9,599,1176,25,4,2527,5071,55,6
1419177995658590,1/26/24 2:00,107513727818399,Towtrucker,CP Standard,243,276548,452100,3375,149,1383,4194,100,5,4430,7090,161,7
1419196742138080,1/22/24 15:00,114227735048877,Karma Moments,JSO,278,7099,12758,108,2,4131,7670,35,1,4131,7670,35,1
1419535358660130,1/19/24 22:00,236711583042921,Loey Lane,CP Medium,639,118540,244022,1807,104,1170,3220,22,1,1783,7593,50,3
1419551528947020,3/28/24 16:24,984867691573744,Oh My Goal,JSO,240,23176,62905,889,11,1562,5577,78,1,1562,5577,78,1
1419674785323210,3/4/24 22:59,894332950616089,Gamology - The Best of Gaming,JSO,216,7156,22552,42,1,435,1546,6,1,1497,5071,14,1
1420093598890970,1/27/24 21:00,104845438518777,Jimmys World,CP Standard,333,172352,321296,1778,50,900,1429,28,3,1929,5082,96,5
1420542568562730,3/7/24 21:00,280791721978776,Julian Abdala,CP Standard,464,368463,686787,17728,409,1421,4202,170,13,4015,10543,408,22
1421045635506420,2/10/24 1:00,2014287688794620,Dr. Octavio Arroyo - Mr Doctor,CP Standard,1695,39786,118737,849,23,1383,3283,38,1,2932,6208,94,1
1421181661828110,2/14/24 22:00,100226045018772,Matt's Offroad Recovery,CP Standard,300,56882,118661,2433,63,2630,4199,104,4,5601,12028,276,6
1421771018707980,3/24/24 22:00,721423478201654,Beauty Pop Max,JSO,244,2892,9893,19,,1387,4186,7,,1617,5058,8,
1422150871985530,1/1/24 22:00,1559640447657880,Dylan McCool on YouTube,CP Medium,199,18200,55531,825,14,731,2494,66,3,1781,5569,124,3
1422305752006110,3/30/24 0:00,102391109247957,That Chapter,CP Light,302,5786,9229,55,25,729,1037,10,7,3370,5017,43,21
1422370248677340,1/3/24 21:00,2722876767739320,True Crime Recaps,CP Standard,634,147139,227860,3602,137,502,1176,21,2,3482,6159,137,5
1422495132034810,3/5/24 22:00,107635881202158,Killer Bites,JSO,59,16133,29417,250,109,1632,3137,33,14,2824,5631,54,22
1422967278311190,3/9/24 17:01,522957638064464,Ultimate Freestyle,JSO,180,1652437,2920732,5316,72,1145,1635,15,1,3309,5111,39,3
1423679681909650,3/24/24 21:16,963992123656596,MenTour Pilot,CP Standard,531,85445,156237,1498,44,2492,4211,66,1,4613,7503,123,1
1423763138489320,1/12/24 21:00,105585312538965,À Deriva Podcast,CP Medium,379,2409,5231,76,9,430,1010,22,3,2340,5064,74,9
1423880975174590,1/1/24 22:56,714928141874724,Thais Rory,CP Medium,133,1471,3380,122,20,616,1004,52,10,,,,
1424226581854270,2/10/24 22:00,108737298470615,Atlanta Street Interviews,CP Medium,691,124878,185086,1781,213,1420,2502,16,6,3156,5268,47,18
1424727638129530,1/15/24 0:00,2081165618785740,Da Garbage Disposal,CP Medium,423,45970,104829,1490,81,1987,4945,107,8,2837,6335,136,13
1425499318037180,1/31/24 22:00,1787599758123390,Bailey Sarian,CP Standard,777,175401,409620,4869,166,2039,7664,58,4,2039,7664,58,4
1426419018247630,3/23/24 18:00,168670776826137,HeyParis,CP Light,229,56097,128730,713,69,46633,105967,635,60,46633,105967,635,60
1426685514640060,3/2/24 21:00,1661301174087040,Brian Barczyk,CP Standard,278,13087,43710,658,15,631,1771,40,3,1997,5957,154,5
1426688881555690,2/29/24 17:04,115256284937253,Diesel Creek,CP Light,64,2440,5826,173,2,633,1177,54,2,2336,5032,166,2
1427315271516660,1/18/24 16:24,214396342065086,Oh My Goal - France,JSO,210,396122,669710,10094,2116,8224,21435,266,98,8224,21435,266,98
1428191891450900,3/6/24 21:00,1661301174087040,Brian Barczyk,CP Standard,238,62749,127018,1760,49,923,1981,49,3,2166,5461,127,7
1428545174409880,3/2/24 22:00,1688956348085980,Hoovie's Garage,CP Standard,258,84864,176527,1217,83,1074,2074,59,4,2633,5964,109,9
1428583084674850,2/14/24 1:00,121463277937234,Emmymade,CP Standard,212,320493,460645,4377,641,8395,14075,173,53,8395,14075,173,53
1428812454676330,2/13/24 17:10,106447205166831,House of Bounce,JSO,232,17116,37922,835,92,523,1178,14,6,2271,5112,74,10
1429173804400920,3/26/24 20:01,106031457494801,Charles & Alyssa Forever,CP Medium,355,346820,679516,8091,409,4300,9513,193,37,4300,9513,193,37
1429346801007590,3/17/24 17:24,149245572393056,Soccer Stories,JSO,255,14829,43531,546,20,459,1809,23,2,1466,5235,59,3
1429692491232840,1/24/24 22:30,117880948011569,Dark Chronicles,JSO,790,626,1440,2,1,624,1433,2,1,,,,
1429879944595170,2/25/24 22:00,116030667768588,VINwiki,CP Standard,240,24235,41688,542,4,605,1318,21,1,2656,5123,83,1
1430483121158440,2/16/24 16:00,390078854762227,Beauty Wow,JSO,278,112626,164238,700,32,1115,1897,,,2990,5194,4,2
1431136050856510,2/25/24 16:00,556006427796711,Charlotte Dobre,CP Standard,376,355872,563048,14771,1022,7227,11912,188,29,7227,11912,188,29
1156552308675220,3/25/24 0:00,508355145874576,HellthyJunkFood,CP Medium,215,14545,31071,169,22,2731,5780,57,15,2731,5780,57,15
1157516702284060,3/26/24 2:00,856664561398670,Attorney Tom,CP Standard,436,3112,4968,82,8,831,1300,21,1,,,,
1158071168712280,2/24/24 15:30,109971608789113,Karma Chronicles,JSO,345,4456,7218,44,7,887,1235,12,2,3275,5009,34,6
1158172772213170,3/18/24 2:01,107492817599601,Victory Outdoor Services,CP Standard,544,250396,408427,4719,101,2238,8184,122,7,2238,8184,122,7
1158219788477890,1/26/24 17:41,109250128070423,Conspirancy Central,JSO,281,79940,156575,793,128,1960,4489,43,14,2271,5279,44,16
1158608411966450,3/15/24 0:00,1586243961681190,Kings & Generals,CP Medium,60,4681,14978,111,2,478,1344,14,1,1696,5039,47,1
1159717215019120,3/30/24 22:00,112247224687737,CLR Bruce Rivers,CP Medium,459,3112,4112,146,5,874,1075,49,1,,,,
1159935585361510,3/6/24 0:00,105351955910962,Car Wizard,CP Standard,247,939185,1348482,13332,613,2036,4349,85,5,4853,8131,165,12
1161965208504640,3/23/24 20:00,116030667768588,VINwiki,CP Standard,67,8475,16913,153,2,1124,2499,27,2,3290,5645,66,2
1162378521421750,3/29/24 22:00,108737298470615,Atlanta Street Interviews,CP Medium,522,3891,9057,89,23,521,1098,19,4,2477,5002,67,13
1163169641360540,3/9/24 2:00,101073889728148,Attorney Reacts,CP Standard,241,7969,10614,194,32,773,1179,32,6,3787,5280,121,16
1163613891682150,3/23/24 20:00,254307648319573,Beauty Studio,JSO,335,60387,93179,355,45,2487,3827,14,,5160,8732,27,1
1163691078378870,2/18/24 19:00,1722055664709840,Bros of Decay,CP Light,476,404969,735020,5400,187,960,1349,52,2,2782,6017,193,16
1164519774705020,3/19/24 21:00,185191174925255,Richard Rasmussen,CP Light,545,69310,104643,5495,291,1474,2419,165,7,4572,5929,452,26
1165232747946920,3/31/24 11:11,106447205166831,House of Bounce,JSO,196,5912,13065,211,1,2488,6024,95,1,2488,6024,95,1
1165906747734010,3/16/24 20:00,341711569190033,Emma Kenny,CP Standard,935,27619,54452,492,21,6378,12606,141,7,6378,12606,141,7
1166236618078140,3/30/24 18:00,894332950616089,Gamology - The Best of Gaming,JSO,330,215004,382296,1546,356,1204,3349,12,13,2194,6166,28,23
1166724394756230,1/25/24 20:00,115090033689282,Supermission,JSO,439,726390,1270162,2317,1187,2318,2932,28,7,5153,8533,85,34
1167856971064840,3/20/24 19:00,200591487539890,Flow Podcast,CP Medium,72,2826,8326,59,1,775,1826,21,1,1900,5004,42,1
1168256791224340,2/7/24 22:00,101908512383708,Unfiltered Stories,JSO,745,3644985,5759811,65789,3874,2153,4966,45,2,5984,11793,135,8
1169171107402570,3/27/24 10:06,748409341930583,Rapha Bartowski,CP Medium,99,12313,50071,1297,137,868,3393,173,27,1428,5040,260,40
1169239357574750,3/15/24 20:00,309330686346287,Beauty Studio Español,JSO,229,4165,18801,34,,279,1398,2,,1178,5164,15,
1171281067373400,3/27/24 22:04,168670776826137,HeyParis,CP Light,210,1936,4886,16,2,512,1015,8,1,,,,
1171448550907770,1/12/24 17:30,1521410468170410,MrBeast,CP Standard,211,253068,621970,11811,5059,7520,14520,392,156,7520,14520,392,156
1171498470504500,2/1/24 18:10,103327818996077,House of Bounce - France,JSO,178,5099,16067,256,4,2692,8466,164,3,2692,8466,164,3
1171584884253450,1/31/24 22:00,105718534564168,True 911 Calls,CP Standard,490,2974,5346,61,6,480,1011,17,2,2727,5010,61,6
1171979550876160,2/15/24 21:00,1233377053448180,Dr. Joseph Cipriano,CP Standard,312,44406,107166,700,30,38169,87616,616,29,38169,87616,616,29
1172877733677380,2/26/24 0:00,917881074926834,Coreano Vlogs,CP Medium,548,40373,92219,2568,60,12303,24690,1019,29,12303,24690,1019,29
1172915680785100,2/7/24 22:04,115256284937253,Diesel Creek,CP Light,1966,44707,75305,1154,36,4479,6601,354,15,4479,6601,354,15
1173688447371470,3/25/24 22:00,152184808707676,Her Studio,JSO,184,11270,26185,72,1,453,1099,9,,2137,5195,18,
1174886093931180,2/19/24 22:00,627883630879739,Hamiltonville Farm,CP Standard,319,124684,238836,2030,32,1665,3688,97,7,4101,7585,174,9
1176056483357250,2/7/24 18:00,152184808707676,Her Studio,JSO,182,48384,98092,268,42,924,2454,6,,2602,5554,17,1
1176111160189120,2/11/24 0:00,149832491744362,Connor TV,CP Light,325,3096,9354,72,6,406,1203,13,2,1859,5020,57,3
1176395606674610,2/3/24 22:00,1469108549839970,Smokin' and Grillin' with AB,CP Standard,448,28273,63439,1437,121,1325,2937,65,8,2039,5285,123,11
1176478733334650,3/9/24 0:00,2081165618785740,Da Garbage Disposal,CP Medium,454,99969,190182,2100,95,548,1330,65,9,2968,5664,187,19
1176662263717630,3/6/24 21:55,2159693097394920,Stranger Stories,CP Medium,132,2901,5578,39,1,530,1024,12,1,2682,5006,37,1
1176664420364340,3/27/24 17:02,309330686346287,Beauty Studio Español,JSO,241,70994,141724,1298,19,705,1460,11,,2587,5134,33,
1177693736826870,1/11/24 22:00,108737298470615,Atlanta Street Interviews,CP Medium,426,168696,278667,991,120,512,1239,7,9,2825,5082,27,25
1177798636525680,3/8/24 17:02,456348148042743,Beauty Pop,JSO,411,39849,59358,70,1,767,1152,4,,3615,5815,13,
1179687089687130,3/25/24 18:00,462102194158314,Healthy Studio,JSO,209,1513,4285,18,1,507,1250,2,,,,,
1181240916378370,3/23/24 0:33,106031457494801,Charles & Alyssa Forever,CP Medium,240,47350,95352,507,22,1201,2232,16,6,2545,5122,41,7
1182617396039220,3/1/24 16:24,108122975042664,Histoires FC,JSO,321,191031,1068845,33715,240,1228,6703,90,3,1228,6703,90,3
1431203940829060,3/1/24 22:00,721423478201654,Beauty Pop Max,JSO,185,1265699,2427568,46818,494,689,1480,10,,2688,5010,38,1
1431304164460640,1/25/24 17:00,1538738019692570,Nota Bene,CP Standard,882,99367,270378,2906,140,685,3468,48,3,1131,6402,104,6
1431414134154750,3/7/24 16:00,556006427796711,Charlotte Dobre,CP Standard,612,3148048,5000608,79926,1932,4597,18827,285,6,4597,18827,285,6
1431441607473660,3/30/24 22:00,456348148042743,Beauty Pop,JSO,185,1258,3358,7,1,406,1047,1,1,,,,
1431567834111370,3/8/24 22:00,101130836711540,Perkins Builder Brothers,CP Medium,267,17374,46628,534,8,5399,14134,260,2,5399,14134,260,2
1432394740984240,3/31/24 21:59,359895924469423,Pepe's Towing Service,CP Medium,403,3707,7846,263,8,605,1217,42,2,2489,5004,155,7
1432701051009990,2/17/24 17:00,105295417791967,James Welsh,CP Standard,32,22736,56175,193,8,593,1853,8,,1898,5968,29,2
1433238880886200,3/17/24 22:00,106037948551056,Gadget Radar,JSO,276,1024,5553,10,3,221,1031,3,,946,5056,10,3
1433316410892570,3/21/24 21:09,963992123656596,MenTour Pilot,CP Standard,793,650565,1213901,9498,385,2862,7218,117,8,2862,7218,117,8
1433604290881900,3/28/24 7:00,106447205166831,House of Bounce,JSO,181,15566,39929,386,8,2585,7524,87,,2585,7524,87,
1433636240890610,2/20/24 13:30,2020042421603230,Riddle Me This,JSO,277,58712,104695,1360,29,697,1592,14,1,2405,5210,62,3
1433646030552340,1/31/24 20:00,106037948551056,Gadget Radar,JSO,185,5978621,10090592,63091,4133,981,2071,12,,3419,5780,38,2
1433660010891480,2/21/24 3:00,1233377053448180,Dr. Joseph Cipriano,CP Standard,229,24541,54627,303,5,910,1886,26,1,2555,5580,54,1
1433668617246670,1/12/24 14:28,139594698297,PSG - Paris Saint-Germain (Default),JSO,509,5491,43139,851,19,3582,28859,529,12,3582,28859,529,12
1434034343873960,3/21/24 17:00,377564162425109,Extreme Sports - France,JSO,184,6722,15840,122,5,405,1026,5,,2161,5052,35,1
1434111457528080,1/24/24 22:00,1546982902283110,DEBOSS GARAGE,CP Standard,273,96477,217526,1559,50,574,2358,23,1,1828,5689,53,5
1434808483915010,1/13/24 22:00,102247806096297,We The People University,CP Medium,247,93490,140155,2157,656,647,1030,26,10,3138,5042,106,34
1435378083646920,3/16/24 19:01,2072502586192860,Shane and Liana,CP Medium,76,18775,42457,419,14,2850,4716,36,2,5675,12605,79,7
1435404047367400,3/8/24 13:30,114227735048877,Karma Moments,JSO,343,2557,4747,50,4,657,1001,15,3,,,,
1435433553730610,3/25/24 22:00,109603587112483,Binge Society - Les Meilleures Scènes d'Action,JSO,236,34045,73995,142,3,386,1285,4,1,5016,10684,28,1
1435918633943690,1/21/24 22:00,217987955485743,Auto Auction Rebuilds,CP Medium,312,14514,40877,425,42,852,2291,54,7,2032,5160,108,13
1436063743973880,2/2/24 18:10,104620327657180,Riss & Quan,CP Medium,304,50277,110062,936,20,949,2256,13,2,3709,7752,61,6
1436217543673670,2/19/24 12:24,214396342065086,Oh My Goal - France,JSO,188,64842,164709,2713,14,8602,19591,300,6,8602,19591,300,6
1436470960275890,1/31/24 0:00,508355145874576,HellthyJunkFood,CP Medium,250,18120,43047,294,20,1493,3370,27,4,2220,5047,37,5
1437672183822300,2/5/24 15:00,198281660653971,Corbucci Eats,CP Light,85,59694,146210,2410,41,45288,104671,1935,39,45288,104671,1935,39
1437848603488150,2/17/24 18:00,355977378086003,La Passion du Football en Vidéo,JSO,189,31173,60658,913,63,499,1268,7,,2430,5217,74,1
1437853893741370,1/1/24 22:00,235935286742928,Real Life Lore,CP Standard,460,2097,3514,27,2,619,1013,9,1,,,,
1438267070405240,2/6/24 17:30,104262996056582,Karma Central,JSO,317,9307,14898,114,2,4068,6116,38,2,4068,6116,38,2
1439941903289800,3/8/24 17:05,100188455072749,The Sport Dealer - France,JSO,215,42443,132312,1507,25,314,1010,7,1,1869,6159,71,3
1440121913381150,1/13/24 19:00,107998874344639,Annie Elise x 10 to LIFE,CP Standard,689,220608,376297,1440,177,756,1276,7,3,2878,5460,41,11
1440166866598890,3/7/24 22:00,101908512383708,Unfiltered Stories,JSO,630,1422952,2054959,14204,1745,972,1433,8,2,3313,6691,68,19
1440590206545680,3/8/24 22:00,145836442718844,Beauty Hacks,JSO,85,15881,36555,38,2,425,1116,2,1,2282,5465,9,1
1441174263466660,2/11/24 22:00,678528052330442,Bargain Barons,CP Medium,319,26061,36511,1059,36,1481,1725,80,2,3680,5157,219,6
1441518426462410,2/21/24 21:00,1588562448126820,Chef Michel Dumas,CP Light,315,70292,195330,2594,137,1486,4253,45,2,2936,8114,83,5
1442029710027650,2/24/24 1:05,108134027281621,Brad Mondo,CP Standard,355,77289,161156,1439,42,6391,17339,78,3,6391,17339,78,3
1443092806290570,3/8/24 17:00,112262503493045,Binge Society - Les Meilleures Scènes de Films,JSO,355,2,49012,14,,0,1029,2,,2,6162,5,
1443711596582860,2/12/24 0:00,146231722731042,Not Another Cooking Show,CP Medium,413,69781,154479,1705,69,248,1364,32,1,2373,5951,110,7
1444038759826640,1/25/24 22:00,1787599758123390,Bailey Sarian,CP Standard,320,90348,240442,1949,200,2870,9902,97,14,2870,9902,97,14
1445500529682910,3/24/24 18:01,168670776826137,HeyParis,CP Light,337,11031,45674,225,7,8775,37928,185,7,8775,37928,185,7
1445636253014920,2/17/24 17:00,1766091956951910,Amazing Gaming,JSO,348,14596,34239,79,12,470,1481,3,1,1957,5209,6,1
1445644209360250,2/14/24 22:00,145836442718844,Beauty Hacks,JSO,49,120396,199626,200,38,22501,40974,36,12,22501,40974,36,12
1445853129620680,3/20/24 22:00,462102194158314,Healthy Studio,JSO,208,1871,3457,6,1,591,1009,3,,,,,
1163846668329750,2/17/24 19:30,104262996056582,Karma Central,JSO,440,5742,8689,99,2,787,1044,24,1,3452,5008,55,1
1163866211292480,2/24/24 20:00,108540108679641,Kallmekris,CP Standard,314,17027,40701,954,59,4598,10909,289,12,4598,10909,289,12
1164139338365730,3/19/24 18:01,111107098020809,Binge Society - Dark,JSO,212,306264,596957,4223,121,761,2121,72,5,2486,5253,132,10
1164426944731370,3/6/24 15:30,114227735048877,Karma Moments,JSO,301,6864,10144,144,4,615,1041,9,,3148,5030,45,1
1166038324760010,2/29/24 20:09,1787599758123390,Bailey Sarian,CP Standard,15,11276,39182,666,26,300,1086,21,,1302,5679,156,2
1167797324203730,1/5/24 23:00,102094686197863,Unwritten Beauty,JSO,11,2165,8572,29,1,519,1017,6,1,1759,5294,26,1
1168308387475910,1/19/24 22:30,114227735048877,Karma Moments,JSO,295,84100,113145,1852,5,28825,40484,562,3,28825,40484,562,3
1168395071209030,2/22/24 2:00,101073889728148,Attorney Reacts,CP Standard,707,5669,9214,24,3,627,1031,8,,3231,5024,18,
1169170314461330,3/13/24 18:30,108717048901829,Survivors’ Chronicles,JSO,758,999,4246,34,1,741,2874,34,1,,,,
1170796253905640,3/10/24 16:30,2020042421603230,Riddle Me This,JSO,203,5842,21342,49,10,326,1274,7,1,1313,5206,14,7
1171265237172960,2/10/24 21:00,121463277937234,Emmymade,CP Standard,44,136190,253298,1920,104,2042,5388,27,3,2042,5388,27,3
1171276604039420,3/28/24 20:00,406676102747799,Tideline Art,CP Medium,623,335487,512381,7895,280,2069,2007,84,2,6408,10171,506,16
1172254873761300,3/10/24 22:09,107252434333236,Just Rolled In,CP Standard,186,1153295,1365217,35938,200,2277,4064,126,2,3648,5767,174,5
1172828120549710,3/31/24 19:03,107513727818399,Towtrucker,CP Standard,212,124684,193328,2856,86,1182,3500,95,2,3751,9063,199,5
1173067343665450,1/26/24 0:00,2081165618785740,Da Garbage Disposal,CP Medium,144,1637625,2342333,28285,822,6375,11735,241,18,6375,11735,241,18
1174052786927030,3/30/24 22:00,101130836711540,Perkins Builder Brothers,CP Medium,317,61940,131307,667,12,19397,43686,252,7,19397,43686,252,7
1174428810666330,3/9/24 19:00,1028676604000870,"John H. Bryan, Attorney at Law",CP Standard,293,10847,18393,368,115,1000,1579,50,10,3479,5076,137,51
1174433550629630,2/11/24 22:00,105718534564168,True 911 Calls,CP Standard,267,6153,10245,142,5,469,1004,16,2,2819,5189,71,2
1174669316833980,3/9/24 21:00,1846395578821660,Liz Fenwick DIY,CP Medium,311,112033,211342,998,8,754,1500,15,1,3305,6893,73,1
1174937530332680,3/13/24 17:02,309330686346287,Beauty Studio Español,JSO,219,3048,15163,22,4,227,1202,2,,1069,5102,16,
1175114080565480,1/12/24 17:30,101014241706379,Share Your Story,CP Light,284,5145,11415,229,,635,1422,39,,2346,5058,123,
1175114666803000,2/2/24 16:00,112262503493045,Binge Society - Les Meilleures Scènes de Films,JSO,274,5303,66221,195,3,297,1121,23,1,1222,5063,89,2
1176367147106520,2/19/24 19:00,415278259325441,Jessica Kent,CP Standard,106,30678,54119,682,297,16430,28787,360,139,16430,28787,360,139
1179198009923310,3/31/24 0:04,1521410468170410,MrBeast,CP Standard,42,2561947,3569640,86700,2992,6988,21030,334,98,6988,21030,334,98
1180645066635880,3/20/24 22:00,456348148042743,Beauty Pop,JSO,188,940,2825,8,,390,1017,5,,,,,
1180929949945490,3/18/24 17:00,104230737592065,Binge Society - The Greatest Movie Scenes,JSO,208,76979,143601,903,30,413,1216,10,1,2916,5778,70,2
1182425906497750,2/6/24 19:08,104620327657180,Riss & Quan,CP Medium,361,60235,104755,845,62,638,3301,19,2,8746,19054,152,19
1183777355946080,3/22/24 23:00,104262996056582,Karma Central,JSO,309,2879,4613,69,2,698,1008,20,1,,,,
1186922902270870,3/27/24 22:00,145836442718844,Beauty Hacks,JSO,47,118657,207412,161,1,1596,4915,4,,3693,7404,6,
1187333642249410,3/2/24 22:00,104569341322280,Kendall Rae,CP Standard,666,159716,275131,3589,427,966,2094,17,1,2117,5333,59,10
1188085518832200,1/30/24 15:00,598019356910092,Clique,CP Light,198,275273,436078,1491,480,2570,5948,17,2,2570,5948,17,2
1188478052537870,1/16/24 23:00,731243413692986,Gold Shaw Farm,CP Standard,390,264456,473118,3826,59,851,1977,36,1,2165,5000,87,6
1188767795418360,2/10/24 13:30,2020042421603230,Riddle Me This,JSO,359,100680,160732,2011,106,14436,23624,293,24,14436,23624,293,24
1189168768726200,2/3/24 22:00,116030667768588,VINwiki,CP Standard,215,977720,1236595,11917,259,1133,1937,18,2,3574,5468,42,2
1193017101674830,3/2/24 19:00,461052150760556,Frags and Skills,JSO,188,9714,24307,56,23,483,1229,3,1,1946,5002,15,3
1193065328323950,1/30/24 22:05,236711583042921,Loey Lane,CP Medium,362,10624,28251,234,4,424,1094,10,1,1805,5203,59,2
1193440895154890,3/24/24 18:30,114227735048877,Karma Moments,JSO,228,65497,85431,2253,43,641,1036,14,4,3339,5082,81,7
1195263681878980,1/28/24 0:00,539154632905360,B is for Build,CP Light,229,13813,69806,169,6,409,1450,9,1,1382,5009,21,1
1196086871778410,1/10/24 22:00,2091780561126910,Audit the Audit,CP Standard,462,80500,110918,839,371,712,1716,11,6,3559,5858,54,14
1198557268181240,3/23/24 21:00,370400866635052,Jason Thores,CP Light,288,36654,88660,2287,95,1103,2833,74,9,2207,5058,125,17
1199312631052720,3/27/24 1:00,168670776826137,HeyParis,CP Light,226,140357,210891,252,34,678,1066,11,2,3109,5132,31,6
